MF_Number,NS_070,NS_110,NS_143,NS_152,NS_187,NS_196,NS_215,NS_216,NS_217,NS_220,NS_224,NS_225,NS_227,NS_228,NS_231,NS_233,NS_234,NS_238,NS_242,NS_243,NS_244,NS_245,NS_246,NS_261,NS_262,NS_263,NS_264,Ecig_39,Ecig_40,Ecig_41,Ecig_44,Ecig_45,Ecig_47,Ecig_48,Ecig_214,Ecig_221,Ecig_222,Ecig_223,Ecig_229,Ecig_230,Ecig_232,Ecig_236,Ecig_237,Ecig_239,Ecig_240,Ecig_241,Ecig_247,Ecig_248,Ecig_249,Ecig_250,Ecig_251,Ecig_252,Ecig_253,Ecig_254,Ecig_255,Ecig_256,Ecig_257,Ecig_258,Ecig_259,NA_PB1,NA_PB2,NA_PB3,NA_PB4,NA_PB5,NA_PB6,NA_PC1,NA_PC2,NA_PC3,NA_PC4,NA_PC5,NA_PC6,NA_PC7,NA_SB1,NA_SB2,NA_SB3,NA_SB4,NA_SB5,NA_SB6,NA_SB7,NA_SC1,NA_SC2,NA_SC3,NA_SC4,NA_SC5,NA_SC6,NA_SC7
MF_15839,NA,NA,NA,NA,NA,416126.5324,580059.2148,NA,337521.913,NA,NA,506513.1185,NA,NA,NA,NA,725344.9807,190438.0372,341972.576,537891.2817,460469.7599,1540801.637,NA,198855.6129,NA,NA,NA,NA,646089.357,NA,NA,145571.8377,236551.8905,NA,NA,1202350.597,578994.5227,NA,NA,NA,531737.7505,1039175.545,NA,170548.5141,NA,NA,313396.544,NA,87138.71891,748503.8089,NA,216444.3408,233976.4364,452479.8748,280952.1503,NA,NA,268861.579,419883.7537,NA,NA,NA,NA,NA,NA,NA,263262.1866,262382.5783,261994.6131,282454.4981,274884.4223,252123.0076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_15849,417505.215,663408.2397,NA,NA,NA,155741.4508,565071.2412,585605.6309,246384.4379,NA,1274206.374,537932.2152,NA,272410.4995,583278.8565,1324134.387,184107.6441,NA,184394.935,255807.4753,NA,352060.0949,241232.5122,NA,121077.7692,204573.8081,208865.9974,255939.278,119908.0571,61116.6527,564828.4991,627359.2829,165648.8999,NA,254617.2101,NA,266770.5093,997600.8116,388327.9231,608471.2298,982211.601,350223.7753,168717.3642,329634.3837,710747.127,168988.5384,1326703.144,889787.0495,440746.5486,1494177.149,NA,296584.2267,552305.9849,1271473.48,1476007.89,124656.4329,890679.7265,1538679.361,854905.8688,NA,218781.5965,188284.9776,NA,93486.79151,150812.0891,388794.2634,NA,175234.8743,280409.3608,NA,375176.2343,275969.1827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_15850,NA,303511.0882,NA,361744.0428,NA,716384.7083,575145.2934,NA,1072307.162,NA,350562.649,684547.8842,NA,171804.2147,465844.9254,217233.9697,691817.1381,NA,320005.8885,1538575.668,89355.17337,421380.1526,146080.5257,480255.5307,NA,113515.3664,NA,NA,NA,NA,106550.4448,114597.1904,NA,NA,NA,NA,561219.2588,NA,319123.8849,552759.0233,913368.862,NA,NA,536121.3525,NA,142949.9865,140458.0608,169467.2744,NA,NA,108921.6268,201332.5742,208239.4679,143484.0994,60603.167,437884.0822,378891.6348,NA,247809.3382,NA,NA,NA,NA,NA,NA,198393.5357,205801.4317,177739.9966,210501.0955,194293.2983,211550.7507,270136.9923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_15858,NA,253102.5445,NA,404400.0644,NA,246564.1709,NA,NA,392284.4182,NA,NA,NA,NA,262454.2868,195679.3777,203478.3659,NA,NA,267101.2042,407603.3904,392602.7595,NA,409600.4931,303921.3219,299124.4612,342584.096,NA,1538184.285,NA,NA,NA,NA,NA,NA,NA,NA,237611.9814,NA,NA,394834.1013,258562.9042,NA,205571.3776,664522.2458,382625.6702,NA,NA,NA,364484.2963,422279.615,NA,NA,390129.2386,334548.5001,267177.1988,NA,NA,431900.9003,276123.5158,NA,NA,NA,NA,NA,NA,NA,237186.0821,217950.6772,210034.6855,214559.1421,210692.7184,216151.3372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_15863,102420.4155,852055.9738,807029.9029,NA,1057837.634,1331717.175,152167.3734,134179.0281,184231.42,NA,NA,1212406.629,688453.6362,729020.4942,NA,55968.83471,66420.99591,NA,218017.2816,234989.9829,218095.3054,NA,NA,NA,NA,405217.5072,997879.6888,1013633.861,900186.0237,1537623.983,NA,964789.8107,887505.5731,859648.7392,734466.0876,922010.4028,261001.9927,1327075.383,764303.1489,NA,NA,947952.8087,333385.1591,301730.6225,126478.6933,NA,NA,NA,337928.4731,NA,106865.9545,NA,NA,NA,NA,142545.4774,122982.6936,181667.5177,119098.2385,NA,NA,NA,NA,NA,NA,178052.3256,NA,172904.1469,159718.7486,178170.734,217264.8278,135981.5271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_15916,NA,NA,100411.2049,65639.51118,137358.6474,NA,68922.81313,43888.38079,47221.86741,74881.47693,NA,NA,NA,62767.89183,63047.87416,67858.0519,NA,NA,57028.33653,57661.76105,68975.09301,99784.72343,66923.81726,48486.81602,NA,NA,NA,NA,179916.9799,1529343.523,NA,NA,NA,NA,NA,61974.38612,NA,NA,62418.46511,NA,67010.09689,NA,50776.91557,NA,86060.78649,NA,NA,NA,74918.8789,77898.31943,54184.72035,NA,NA,59614.93701,63198.36193,36357.77094,NA,NA,NA,NA,83201.41524,NA,90691.64946,93402.45875,85543.5642,NA,NA,NA,NA,NA,47775.88607,37861.33414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_15921,408709.8584,1134199.522,NA,225050.7726,NA,NA,NA,353471.8035,NA,545942.3105,1198645.37,NA,NA,NA,516864.3102,1056528.618,NA,NA,NA,NA,NA,311799.8681,NA,390710.1105,NA,363344.7042,NA,NA,NA,NA,345542.4288,338874.7955,NA,NA,220301.4996,NA,NA,1032720.131,NA,NA,571717.9337,234152.8842,NA,563293.4139,428488.8301,NA,498612.3672,NA,NA,770256.237,NA,166142.6153,NA,1332193.079,741442.7102,NA,1161154.982,1528868.894,652256.3932,NA,NA,NA,NA,NA,NA,321655.1719,276472.5302,285336.1458,250818.3284,258340.6213,244422.5543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_15927,NA,NA,NA,NA,NA,NA,NA,NA,116048.2818,NA,NA,393231.2375,NA,NA,NA,208505.5149,699624.544,1355599.235,NA,NA,NA,NA,NA,434360.506,NA,NA,NA,NA,709798.0624,324685.2361,857502.3825,NA,557886.5495,NA,NA,222696.0369,1292444.917,876287.466,NA,NA,NA,955790.3529,224470.1521,NA,NA,NA,NA,NA,152248.5768,NA,384515.1153,1528379.732,210156.7679,NA,NA,1146565.643,NA,242881.6217,506655.6469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16112,64910.19959,NA,476661.6668,88977.69764,157954.7517,NA,281091.1783,50109.62973,133184.4977,NA,112082.587,325512.7685,290670.462,494339.2774,165526.7236,88097.58776,NA,123087.7672,122416.8946,181877.062,212882.0324,285371.7724,98768.02689,244791.1229,219533.5073,214898.8548,56723.4364,1526620.825,72491.12641,61221.17868,89639.95114,141524.1657,NA,78875.95288,184753.7545,117177.5429,105284.2748,NA,591345.1147,205126.5552,114572.7989,165151.0683,99914.89441,168823.7829,66906.32561,154310.8457,59458.8957,153815.946,371434.1767,NA,285102.1813,152282.9049,316758.3657,150660.2091,125579.7843,135338.2096,118695.6156,185922.0528,45725.56151,114142.1471,NA,79193.77388,104464.886,104430.843,96376.29648,189975.6807,147438.905,154870.4287,154167.0482,173149.4201,184094.3171,181546.7482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_15951,NA,NA,NA,NA,NA,NA,346883.4295,NA,NA,NA,NA,929951.7721,NA,NA,366685.4829,729468.9344,NA,796964.3315,NA,NA,1077782.963,1022264.912,NA,1048973.032,590297.9907,584764.3976,NA,NA,462295.5218,NA,812784.2601,NA,NA,NA,NA,750881.4601,912531.6902,825972.3015,NA,850817.9779,890470.6984,474546.2601,NA,909373.5395,255730.6052,NA,545058.3512,531687.8384,NA,1278453.719,353780.3088,701318.3149,NA,NA,NA,NA,NA,1526122.965,953435.8203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287428.666,NA,350475.0128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_15973,NA,NA,NA,287248.6831,NA,639814.4871,NA,NA,214764.4469,NA,1522159.456,1055199.064,NA,NA,491118.3512,290813.3637,958649.6553,389964.706,263592.0335,593598.541,NA,893775.2547,NA,469217.523,NA,382169.157,NA,NA,NA,NA,590113.8492,NA,NA,NA,NA,859518.619,806837.5813,NA,NA,320204.7712,NA,373414.1924,NA,493214.8031,161085.4508,NA,154569.7305,186814.1363,459142.2595,NA,338167.01,281212.163,467104.5926,382212.1429,NA,327523.2318,1053154,964892.9352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16190,NA,1358155.906,NA,NA,1081770.484,NA,NA,997210.6669,NA,1495166.043,NA,932494.5207,1126255.078,NA,NA,996574.0979,1519627.536,1362418.025,NA,301704.0172,NA,NA,344104.1511,1232510.234,NA,308164.1188,1396383.342,NA,NA,NA,NA,NA,1423418.955,1409216.488,NA,NA,NA,1188824.108,NA,NA,NA,NA,1049641.061,NA,1133696.223,NA,NA,1274242.788,NA,999394.5765,NA,382743.0209,NA,NA,NA,227476.5191,NA,NA,NA,NA,NA,NA,NA,NA,NA,1062414.303,1087745.217,NA,1301344.999,993233.4713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_15997,927340.9925,NA,743802.8949,NA,923115.5854,334546.2164,1154357.816,NA,1018060.108,778076.2823,NA,1269642.67,NA,NA,865649.6857,921391.5057,1020394.79,NA,975551.1378,849011.9091,1000789.639,NA,NA,729064.278,NA,861249.4762,779436.71,786805.5733,885320.7004,701519.7266,1084388.24,NA,740219.1264,NA,NA,1056017.438,1079797.307,884715.0368,728963.7736,930472.5263,970882.7098,814901.0649,900975.1722,1513362.104,517870.336,710800.5335,766509.1816,NA,NA,NA,NA,NA,NA,860674.2923,581232.7236,376964.0543,704070.2594,1519319.494,861416.7418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824067.0504,835102.3936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16000,NA,NA,1224597.463,934419.2489,947840.2817,292015.0607,NA,NA,NA,NA,NA,NA,878539.0794,NA,291670.5956,NA,494936.6611,746188.3837,NA,NA,NA,NA,1417874.912,NA,NA,NA,1000928.054,1171465.2,815353.3445,830378.3643,NA,717442.6635,NA,NA,917329.3789,NA,NA,NA,961118.6102,671131.4981,NA,NA,NA,NA,555693.6765,993890.5626,558692.2522,973231.6453,1518662.495,NA,1464641.733,511349.5207,NA,NA,1220785.48,621811.2654,1154856.76,NA,NA,1101329.846,NA,823269.7497,967760.9179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16001,NA,NA,NA,199684.1006,NA,NA,149518.7296,NA,296032.1196,NA,696073.5398,929032.8675,NA,NA,216761.9855,249589.4337,NA,627257.6164,372543.5779,233521.3785,184570.823,464081.9131,NA,326917.2618,NA,205981.7987,NA,NA,159935.5873,NA,262764.4491,NA,NA,NA,NA,NA,NA,1518464.14,143297.9359,376168.8599,116739.4689,NA,NA,NA,NA,NA,NA,NA,228682.1703,242768.6331,NA,NA,281649.0442,238190.7166,NA,815734.2456,444378.5255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189605.1678,153951.5316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16507,68750.73735,392477.1537,494807.9383,336531.0392,623520.9517,NA,462252.2599,NA,365162.4131,117429.663,667062.4878,982084.1475,799206.3239,302531.6406,NA,NA,NA,245236.9747,NA,NA,566402.3619,NA,314873.93,596684.9195,200102.3021,NA,NA,1516898.091,342080.4812,NA,493377.7295,936483.4507,NA,261037.0523,352804.2736,430614.1793,260519.0471,505914.6288,430311.0876,539887.0429,322322.9999,406136.8125,NA,1192322.091,303823.9013,256055.3832,396700.079,309861.7148,458355.0143,484101.3883,515290.8773,1265320.811,NA,298441.7203,NA,188569.1428,658951.887,1271275.513,344736.992,232770.019,NA,146234.7216,NA,NA,NA,925958.7765,651452.4115,NA,437820.6651,346371.7423,277779.9901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16045,336005.6773,695832.1582,258183.6685,374599.4029,110871.4645,188780.8704,376387.6956,523751.9097,576441.2729,449266.7513,873829.2693,318360.1339,76940.14269,NA,225425.8163,1139164.215,674340.6221,670667.7296,448976.7244,506440.6246,834204.133,1106605.413,478392.5003,1260576.898,927946.9355,416687.4915,519564.2325,NA,257623.6804,NA,887635.0783,369042.8999,NA,231517.6657,95471.74917,520081.2956,697222.363,1512284.32,187099.8564,1133882.86,971876.2026,NA,166444.0278,586301.8144,NA,551801.7749,453297.4879,458599.7596,709130.7832,518977.0629,374671.6683,658280.6679,870182.6287,834001.3994,592714.669,848441.5745,344228.9639,676422.925,225815.4897,408638.0997,424612.9884,430748.5135,429335.8992,421441.5239,441166.9085,235197.6982,332662.3876,292589.9717,308197.0101,317059.6823,297764.8767,351677.7046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16067,NA,NA,NA,NA,NA,414491.2724,NA,NA,209013.9218,NA,639301.09,NA,302316.0283,NA,NA,1509536.857,NA,619397.6888,423123.4124,507411.1288,117325.7666,NA,NA,463498.9141,152520.4005,NA,NA,NA,291404.3459,NA,NA,196160.0376,NA,NA,NA,180979.2147,960907.4609,673303.522,130321.7042,547854.5245,248767.842,NA,NA,645105.6317,NA,216969.3723,NA,NA,NA,314559.6679,NA,210039.2703,478057.0905,358015.485,150553.6524,393936.2269,1198790.597,1471908.044,NA,NA,NA,NA,NA,NA,NA,217151.7474,182331.5885,NA,221543.9312,NA,216713.2821,255107.2106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16069,NA,440892.3341,239239.4311,344740.7627,NA,NA,NA,NA,502084.7386,NA,798716.6375,1099893.911,NA,NA,1509203.812,242877.879,220387.2861,349197.72,347507.195,861229.1712,661580.5631,293379.7722,NA,213001.7719,NA,522385.2207,NA,361141.6864,748517.307,196073.0597,609667.7469,249375.4772,NA,440328.0901,196268.7784,473252.6898,911539.5856,968681.8619,210533.7546,314337.3369,793985.6229,651403.2216,NA,1280093.999,258534.3062,819815.9072,NA,181097.5596,301865.4458,812408.1672,251264.846,291067.5413,454732.0953,203984.0983,275113.5917,213489.132,622626.1481,1133883.367,NA,NA,NA,102083.4042,NA,NA,NA,514204.4298,521971.2563,638170.4053,NA,560930.1011,754805.5861,767704.1311,NA,NA,131640.8291,NA,NA,NA,NA,NA,105013.9816,NA,NA,NA,NA,NA
MF_16070,120533.4063,256014.2783,111476.2047,NA,NA,NA,66189.80432,NA,333418.7971,NA,1509184.397,NA,NA,NA,NA,71255.84221,NA,158120.1456,192426.3793,155304.2409,620978.4796,355178.981,191092.3889,NA,124244.8998,445904.6203,185620.5749,135612.9968,NA,NA,NA,87239.53558,NA,NA,NA,NA,190755.181,455986.0626,NA,NA,79305.99977,522076.8868,NA,NA,NA,312315.2392,NA,252161.6082,151302.0841,609560.3511,NA,NA,NA,NA,NA,207246.935,808816.5603,NA,614669.5789,NA,NA,NA,NA,NA,NA,NA,391354.6752,NA,NA,166782.8405,179045.7406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16277,714809.7869,518707.9827,804500.3081,608209.4501,743360.9628,NA,429781.6102,332975.0758,NA,1080934.589,636887.7659,NA,621723.7876,761352.0075,503945.0791,536186.449,1129790.036,NA,346259.308,297470.3418,406849.4412,667339.9234,570832.8726,NA,444856.1474,NA,563574.8558,NA,320019.5017,650410.5404,1368815.244,688788.0826,1206818.72,642866.3422,782050.2755,1506942.143,NA,NA,539732.6869,521429.7513,606811.3974,872570.1561,629045.667,NA,505029.5919,538667.9777,565025.1573,599156.0343,578067.53,NA,411892.7974,NA,330482.6102,307765.8519,NA,427034.5147,NA,317927.9384,382316.7018,747162.3535,877452.7015,801539.6191,769939.3759,837066.0254,647599.9973,501652.2756,637567.3608,568731.2191,631549.0586,560422.4331,528608.4678,516901.8257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16100,406550.3123,308536.4903,389385.6925,391824.9986,299720.956,NA,388281.6194,684717.6339,453928.8337,405066.7043,492452.5638,538237.4207,770545.6624,900056.3832,766286.0692,704169.2457,591328.8211,1084823.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,888600.3109,355514.5134,482277.3097,499558.0123,549951.3651,602255.445,554167.5431,354095.1237,483412.0196,553633.4069,489251.9191,1089841.868,1032036.467,723272.1939,865558.3828,1162951.158,949836.5809,1506595.39,168809.4258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422938.3963,374410.2416,412648.3099,368142.4415,379453.2759,378068.377,370829.4243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16135,998715.6814,889595.6595,811976.6645,1228876.629,1035275.066,NA,929048.57,934899.4403,1074458.885,1077683.595,1017918.131,959915.5864,922850.195,716954.0253,962325.1523,1138641.475,1110697.69,1047170.266,1093313.826,994506.2944,1078135.861,1486079.915,1171129.978,1242308.278,1218889.934,732555.9924,852547.2706,856620.7858,712066.0445,859538.4291,960267.4128,921160.4396,702444.678,879672.1697,885082.0119,948143.4789,1065898.538,989805.1441,920710.7785,1294345.728,1044766.049,620691.1003,1111636.08,1343041.059,1107764.438,1056498.15,472305.834,773895.2499,1267139.352,NA,975903.8639,1289937.011,1502589.944,940303.6337,839503.6171,977087.2157,1280953.234,1177392.491,1095336.095,988821.6823,NA,1206169.27,1108053.462,1150667.865,996212.4023,754020.8515,765069.9412,686102.2397,613450.0727,543381.3414,551908.2661,638116.9007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16158,294669.159,NA,650615.0946,300944.1589,223901.3922,379674.943,415557.0375,395941.4089,NA,630457.2808,NA,521372.0002,NA,NA,NA,NA,1307403.046,NA,NA,NA,417932.5055,705255.1656,331464.3971,284287.6749,436060.4341,NA,NA,162213.4604,307113.6276,NA,322412.4929,180178.2168,NA,NA,NA,1499359.534,409779.96,735615.219,456500.3055,847282.4536,413244.2054,553602.2478,NA,NA,NA,527524.8055,336293.3283,NA,469185.0993,388465.0721,NA,179440.3719,276667.2613,280653.2916,399311.7428,NA,NA,NA,NA,438195.0932,NA,NA,NA,NA,328913.1245,288898.3743,277717.9342,327559.4765,303855.0689,400226.0901,NA,361899.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16161,1230384.53,1077525.305,1487531.082,1008387.177,1069696.21,NA,1453693.339,1365354.479,NA,1499192.899,NA,557932.4009,1032104.406,NA,883988.6904,NA,NA,NA,NA,NA,NA,NA,774727.5837,NA,NA,363775.0125,769191.3625,590712.7399,NA,NA,NA,NA,290418.9173,703226.6182,972627.0993,270894.0944,NA,898606.233,NA,360745.1914,NA,NA,482473.1791,NA,NA,267205.2863,NA,990728.8933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541549.4552,317537.0191,234764.329,362545.6982,466100.7047,365421.8373,723684.0951,NA,NA,NA,382034.4896,653725.1803,788921.1372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73411.60465,NA,NA,149256.4045
MF_16182,NA,NA,NA,NA,NA,650220.3508,136164.8198,153007.8795,332983.3771,NA,687939.0466,1496191.461,239220.9166,115631.3399,530480.8206,860521.1171,NA,1002523.933,NA,488232.3064,159221.2165,146251.4295,110820.0049,490385.673,216603.2412,NA,NA,273400.8579,735314.3553,NA,NA,165763.5205,NA,107678.2902,130184.0277,125815.823,851573.0298,1220939.584,80979.70363,259061.7728,138150.7145,238773.4348,NA,1274463.553,128546.6998,215097.8404,116040.7505,105683.489,125722.5697,273400.6216,NA,341991.7871,274246.9665,206208.4274,135959.21,236228.0879,617691.1219,1164657.286,263640.0124,NA,NA,NA,NA,NA,NA,347248.981,349659.5552,284254.8064,283672.1241,281875.1108,252022.8905,254908.9467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16188,563132.5773,856620.4771,1495419.229,596922.5025,564896.5891,122867.134,172287.13,513143.7596,401955.5241,241689.9361,224588.4387,96979.75507,462353.2994,193646.0797,216399.86,356291.7034,63180.39798,145175.0686,143130.9399,85733.04645,205857.6598,184711.6238,187174.1598,169052.7099,413937.6943,159746.0825,408997.3789,80397.63104,127498.2166,189421.4031,NA,276786.3189,NA,1005782.031,965548.8806,73135.38856,105270.0956,NA,525604.3114,174519.6915,265259.6173,NA,114313.7732,191905.0277,276296.4219,171040.862,NA,79179.1239,228763.8508,106357.6402,NA,NA,NA,98221.69796,62519.14687,238783.0738,NA,120811.3449,230952.2662,965815.6095,1370569.896,783587.908,891412.5067,1433630.772,719200.1651,196774.6854,214322.0836,165367.5491,145822.2663,134526.9106,105446.3349,98351.08094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16203,NA,NA,NA,NA,115405.6059,619116.4081,NA,NA,NA,NA,NA,1493732.158,NA,NA,NA,612427.9116,185320.2821,1133121.169,256232.3031,1283777.843,241044.7199,289798.6176,NA,713818.6388,NA,NA,NA,254107.6094,114498.9839,NA,591855.5019,NA,NA,NA,NA,211828.7998,NA,954789.9684,NA,946939.0999,272581.2458,227062.7674,NA,335875.1409,NA,NA,291615.7826,NA,NA,384525.7427,232397.3439,1281204.799,NA,189861.4691,138414.117,240995.4765,458666.7536,516686.6797,225844.9491,NA,NA,NA,NA,NA,NA,292819.4753,363239.3657,354870.5396,277784.5572,265428.108,247766.9044,256676.2691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16212,121499.7549,246189.855,160312.2928,NA,268030.3555,412227.3174,NA,101161.6799,253829.8488,NA,108428.1952,NA,150253.577,NA,244213.4909,437439.5478,187719.5454,NA,120335.1007,146017.5779,150311.1881,177326.2191,94178.72581,NA,111016.6641,NA,NA,192055.3567,488835.522,774960.81,NA,203486.1834,1354109.304,NA,NA,93945.73488,600313.5501,1493075.147,NA,253752.1986,107237.1506,NA,339388.5233,1108055.745,NA,194885.4976,181230.7436,NA,199929.884,406038.4321,568516.49,NA,403629.8344,418764.3161,NA,279019.1897,112497.1126,465719.6382,751831.9708,150682.3472,49013.58311,220662.2668,62792.04302,58411.44052,128489.5467,203822.333,131319.4119,85858.88425,62147.48682,NA,57197.04638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16276,NA,NA,NA,NA,116377.8096,692344.2846,NA,60693.9521,301240.983,NA,NA,579865.8033,108593.4612,NA,NA,90979.03185,636704.4624,978296.6873,NA,NA,NA,NA,50617.53015,307971.9837,NA,NA,NA,383312.7193,541665.6946,1079356.098,1485445.673,882779.6274,1368644.451,620502.1385,NA,428256.9333,658131.9048,1288637.243,NA,NA,50606.03921,817717.7181,751867.3616,224400.8977,NA,NA,352030.0463,NA,294513.1076,124538.4787,468517.6869,1031186.009,275492.0382,39391.46463,NA,406457.1871,NA,NA,326441.6425,NA,NA,NA,NA,NA,NA,780118.0422,521343.3921,393440.5916,242515.5777,172966.1106,133846.1847,101857.4663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16283,1170140.293,1361771.782,820504.6502,1167238.048,797268.422,802907.0797,NA,NA,789273.3868,618774.4397,NA,950568.0792,846872.0369,835261.6707,617024.22,NA,732852.3624,980204.4236,NA,918254.7284,791816.7319,884909.6711,NA,1008555.63,780034.64,NA,NA,1260689.337,986112.3197,958077.545,827258.1508,NA,NA,1483756.637,944252.4358,NA,1068342.214,884652.1501,602583.8921,829364.1473,1073326.276,870101.1832,1018999.031,1262752.805,NA,1196167.082,883947.1887,776743.0687,854258.5896,866925.8569,934415.509,NA,862105.3013,785414.4462,NA,798775.4506,691448.0615,934294.9611,793944.5282,1197817.898,842584.5687,814872.1931,652093.5835,605263.8487,501715.5474,748058.2672,1477951.884,1276473.388,758785.8431,1093399.015,1047555.501,874664.8988,747083.8557,NA,1197733.129,574921.1472,805320.7439,NA,881744.6204,909870.0265,854366.8478,763598.6608,NA,533996.1621,NA,NA
MF_16284,NA,NA,NA,791212.4094,NA,NA,903546.0476,NA,NA,632503.6955,919343.0039,680820.9418,515437.9787,NA,488675.7324,NA,NA,NA,1483699.163,1246934.589,1166154.264,NA,946824.1827,705060.5712,770995.4884,721821.623,935408.6535,NA,NA,NA,NA,NA,NA,NA,468966.1606,NA,NA,NA,608164.1546,772084.5042,NA,937630.2073,NA,1073480.445,428099.7037,1166242.222,741993.3565,1046403.764,710903.4107,1267126.571,761364.1661,790117.5944,NA,903586.5546,1007404.764,NA,769594.3034,760147.1536,736883.3815,NA,NA,NA,616691.8985,NA,539064.3746,693476.5055,806886.2082,910663.8996,1104710.743,1077817.666,1126385.132,883683.7742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16330,430449.7547,230771.118,307617.0253,757270.3473,236529.0708,554341.0871,199085.9484,188967.8109,288211.9434,164270.7944,489712.8852,508395.0568,309745.6905,79792.74445,152336.6935,82600.97732,NA,423738.3697,117741.8855,NA,220984.9598,NA,116450.6821,NA,NA,NA,NA,194849.4353,692361.7532,408321.3709,244634.5715,NA,391833.2292,358995.1065,454609.0481,310341.3205,471548.1558,880962.1627,NA,747464.9752,80495.79146,213001.7324,311777.5109,553400.5563,NA,NA,129429.051,NA,423825.5096,183308.4412,NA,221894.3367,NA,112445.4694,153915.6395,NA,NA,NA,1478565.484,NA,368576.3095,NA,NA,383246.4675,72116.47566,238419.3286,206040.556,211863.0341,218322.0591,247726.852,243151.1979,237593.7523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_16333,NA,NA,NA,312358.5742,NA,513271.8155,NA,NA,NA,NA,NA,909652.7846,NA,NA,NA,598056.3686,NA,445870.3554,345109.4064,901776.9912,265917.8179,251127.4613,NA,454290.7521,290173.6273,NA,NA,215307.3381,319336.7651,NA,356001.4389,NA,NA,NA,NA,328714.4934,885413.3882,1478117.23,169374.7191,721986.0185,547591.4678,267440.8898,NA,848359.7691,156432.4728,NA,311242.1011,NA,600334.7347,441818.5478,279286.2072,338995.1553,1244128.242,815830.7281,284022.6669,261078.428,516644.0688,1182943.944,611938.4451,NA,NA,NA,NA,NA,NA,NA,NA,228777.2818,260895.4612,271363.068,NA,250495.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
