MF_Number,NS_070,NS_110,NS_143,NS_152,NS_187,NS_196,NS_215,NS_216,NS_217,NS_220,NS_224,NS_225,NS_227,NS_228,NS_231,NS_233,NS_234,NS_238,NS_242,NS_243,NS_244,NS_245,NS_246,NS_261,NS_262,NS_263,NS_264,Ecig_39,Ecig_40,Ecig_41,Ecig_44,Ecig_45,Ecig_47,Ecig_48,Ecig_214,Ecig_221,Ecig_222,Ecig_223,Ecig_229,Ecig_230,Ecig_232,Ecig_236,Ecig_237,Ecig_239,Ecig_240,Ecig_241,Ecig_247,Ecig_248,Ecig_249,Ecig_250,Ecig_251,Ecig_252,Ecig_253,Ecig_254,Ecig_255,Ecig_256,Ecig_257,Ecig_258,Ecig_259,NA_PB1,NA_PB2,NA_PB3,NA_PB4,NA_PB5,NA_PB6,NA_PC1,NA_PC2,NA_PC3,NA_PC4,NA_PC5,NA_PC6,NA_PC7,NA_SB1,NA_SB2,NA_SB3,NA_SB4,NA_SB5,NA_SB6,NA_SB7,NA_SC1,NA_SC2,NA_SC3,NA_SC4,NA_SC5,NA_SC6,NA_SC7
MF_44,16790445.73,36136216.32,NA,NA,952568.2516,5655205.913,13116964.47,12959376.3,1493996.402,9596818.387,25205628.13,9890000.509,NA,2883343.674,51864884.9,21932380.72,1577355.992,3153254.066,NA,2741470.762,NA,1536153.285,2426747.182,2601982.289,10415958.43,12265954.91,NA,2148985.597,1303114.809,1506098.29,12383383.24,12057411.01,23475923.3,9931159.036,4001009.17,1016525.546,1600722.401,20984921.78,35445109.61,8080516.02,24572690.26,12304646.16,2153460.931,3266338.876,973698776.8,2134384.099,25434582.31,34700918.86,2596195.622,25738674.2,NA,1555312.792,2772290.655,3502369.248,33796560.98,1570372.229,6006980.702,23747501.49,19359943.63,NA,1067591.666,NA,NA,NA,NA,43279884.35,40904829.4,43279124.06,38909984.41,38849621.04,39146427.04,41574148.96,283010.3511,348191.4332,456576.4205,415819.2659,443787.7678,602520.9693,399564.7864,NA,330539.4914,324751.9126,449201.8121,506904.8328,395229.3091,350946.3783
MF_45,69806539.46,857067152.7,30294547.47,51678029.38,29543035.7,172821520.3,57069635.43,28673215.94,137270243.5,30322604.27,170806739.7,138007003.5,123905116.2,28885325.27,312667041.8,28856594.4,42378084.74,55210477.68,157904422.7,610063033.9,71990062.48,44991190.61,62424732.47,159991110.2,38394850.43,968663655.8,20271662.33,58880498.55,70400621.72,59174421.62,132142541.4,47360037.38,46767376.47,51444936.4,47575134.22,55949009.13,123370809.2,293492929.6,23873909.31,79196304.15,32355444.44,61506098.83,29263544.89,71179422,35751978.63,40991337.32,47826024.11,284376179.5,240239664,102666769,72701779.76,763286826,86189311.33,67609165.43,103213077.8,35899613.13,125664909.3,59869109.08,113113545.6,10456549.5,35494514.74,17291847.57,10385034,34330502.05,14658772.69,143784017,133543844.9,139105770.2,142494618.2,137694124.1,147235512.6,139072470.2,4749999.844,6084988.539,6266620.97,5769600.024,5790992.679,5045811.52,6070734.843,4421476.22,7943732.72,5933165.898,5837808.565,5581331.837,5908802.844,7131994.077
MF_46,88483482.54,396735013.3,82847638.59,64700424.37,49420806.78,183477910.6,73090744.2,34862945.71,114578820.5,45979708.05,169184407.6,100575677.8,135705488.9,45533442.44,318331194.8,47029702.96,46208384.29,61226486.62,185146624.7,405383032,94691152.39,64686742.68,72661066.29,NA,61422327.83,963804430.1,28058932.61,82818184.57,130883956.8,89536505.44,140438322.7,63351425.49,76745439.53,71859116.41,74512588.45,100398896.9,143154820.4,307064916.8,41963992.8,140976316.4,50886796.84,81476605.83,74694710.44,99052824.52,55507878.25,51940506.96,65770620.76,282094631.6,161777345.4,107683558.2,65106815.94,669370468.4,74530146.39,65249894.81,127278176.4,34648413.19,174318482.5,117171571.1,172723513.9,15988612.25,52677523.77,27770030.06,16460036.64,49921332.34,26274074.21,139985805,142393970.9,137725997.6,140672878.2,135894212.8,142084548.9,136336558.2,2944369.517,3388741.455,NA,3573772.251,NA,NA,NA,3040836.981,4348194.407,2149853.017,4703368.228,4658486.137,NA,4946379.089
MF_47,76931278.61,127053582.8,NA,387317438,82889945.58,310149562.7,224305311.1,46642927.45,225932066.8,95117725.37,NA,NA,137907737.1,84992867.88,158171175.2,417889750.9,286073374.6,363534960.1,361673160.8,212733971,223148910.1,515003677.3,154553500.6,540149072.9,377547661.5,293269394.6,110753349.5,176842372.3,293178157.6,26537232.04,380789667,173511046.8,84309956.09,92293352.69,33402682.31,490563716.7,522770598.3,950076403.4,326828248.1,249892276.5,305095475.3,379511535.1,51055879.92,230877246.9,NA,200806882.1,NA,226309096.8,521989721.6,741823582,NA,NA,809278222.1,179171538,NA,590583697.3,230841074.9,903565502,276506285.5,NA,NA,NA,NA,NA,NA,NA,452131400.2,NA,NA,320267043,304997599.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_48,NA,31225768.7,NA,94666903.11,189554.1867,131954143.6,110339425.2,6952807.907,159243949.7,2279023.247,948843246.9,151428436.8,1567320.376,37184132.22,66563718.23,42749003.66,6777405.165,302249073.7,114727784.3,365490345.4,119620108.7,11313970.72,5206971.412,224855462.9,8045394.475,NA,11872927.66,152953400.8,39853501.75,56759174.17,291356774.3,11585307.52,3972306.132,22909151.09,31832534.32,9154624.772,270892044.8,74418221.23,55297870.58,12697485.38,306688256.5,232808708,4132002.508,285374489.8,6276055.875,19910214.37,202797842.3,240502491.6,16811732.13,791472230.8,158889689.2,1297294.942,161402691.2,303319301.1,34849070.89,154085316.5,3580389.8,514123310.3,19590303.67,NA,NA,NA,NA,NA,NA,112450411.2,103883074.5,109536889.8,111534970.9,115475740.2,123613160.3,127975074.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_51,56079905.48,938393148.7,11570131.59,39192182.76,12883388.9,196211499.1,44452160.07,33027845.84,115652541.3,19890795.46,137209947,128916830.1,61705082.68,17223089.62,152302635.7,18865803.17,40094563.22,33404104.29,75582923.04,653341274.4,54516115.92,28288290.96,39806843.23,218500145.8,28185180.81,562178093.1,12396017.3,47740096.6,26186003.2,30679984.26,104850021.1,50747363.6,19679297.11,24718922.86,18087336.84,26960979.81,95639892.42,175460340.4,13240390.3,26750492.14,22599371.64,39631893.15,15142066.63,42923906.9,26888221.89,32263141.3,32685278.97,142020570.1,214866004.6,92987807.15,92879257.77,749107988.4,91424309.48,84339330.63,90044394.97,NA,78622161.39,28833317.74,35204157.43,5932317.843,8940995.247,8185688.255,5654662.358,7745397.934,6086855.599,138632347.1,138157968.2,131663244.6,121156217.9,126740039.4,125214689.4,115548395.1,3024819.515,4121424.093,3290382.004,3247154.751,3345971.297,3216848.968,3410218.929,2875992.252,4657650.172,3477119.337,3599682.747,3494561.656,3659544.528,4207674.935
MF_53,3184011.847,51051441.73,NA,53738419.1,NA,248106098.2,NA,4631803.767,913077325.7,438616.8144,12416967.99,61858899.05,19278810.56,40866714.86,22652212.22,123130209.7,740305.8212,116759590.8,85366271.12,55839807.03,265091149.2,166373348.2,51560242.47,138727185.3,9629850.325,17307920.67,996254.1465,47000947.14,21812909.89,1143887.375,360661473.1,18287322.75,37742571.81,2532185.906,10207764.53,2053924.833,157539198.8,61453160.82,12807120.37,114396468.8,62767721.82,76527959.4,32009878.72,5772525.95,5929663.4,21386432.77,1459782.804,127357959.8,57593030.04,80263075.75,15742654.35,206661733.5,30929262.17,47443269.73,129124536.4,23985746.43,79750967.12,71737741.38,22340094,NA,NA,NA,NA,NA,NA,70753692.49,74152082.71,71213758.01,71152714.07,69068352.51,78314882.95,68077851.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_55,96936425.75,202095579.6,NA,521221570.8,103416500.4,96944269.84,386495686.6,86093178.39,45039559.3,143052588.6,61465762.96,92961178.86,213856900.2,152313415.2,61033651.59,520144107,760410407.2,75565286.31,608215986,70299590.01,22875292.01,759274780.4,225656289.6,89457580.43,416984829.5,47749563.96,152312696.7,259876910.7,652145435.1,44874414.36,NA,297982622.5,140977500.1,138176965.5,256842542.3,81462155.66,133319480.9,127068158.6,634930745.1,110569018.1,447573187.1,900673332,109740970.7,99237370.97,60884274.32,324859756.7,521077439.5,282709834.2,483537880.9,870772158.1,499151403.2,70739195.01,43194372.86,805532698.5,802719447.8,49276776.5,138272285.4,NA,652769369.6,NA,NA,NA,NA,NA,NA,71937031.19,71276355.64,694130451.9,718280162.9,69240689.78,74615502.42,63471826.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_54,33283283.63,138684688.7,628204.9639,276993455.9,50305018.44,521511946.7,199586060.1,31849206.09,350526813.1,60516177.79,730052668.1,830146173.9,87019641.24,66012796.91,231880768.9,322718339.9,333794141.4,398454595.7,306699642,510644525.4,308239072.3,416583972.9,99184045.85,513484353.2,223765057.2,350517254.3,72816161.29,131499609,216967624.2,15900648.02,354279699.7,94970449.27,47682536.91,57194345.86,97858238.23,492324206.3,692746437.8,738245193,200293347.6,415838325.1,221286189.1,562384890.7,29640530.91,698094524,196103218.4,134084731,273497180.3,154489791.1,230470707.1,491766414,NA,276172521.2,473273861.4,525204378.8,287851461.1,563298481,867588501.8,897393748,214070694.1,NA,NA,584878.2385,NA,NA,634280.3564,274420453.3,299500454.6,300033062.1,289247229.6,316120438.8,291190785.4,280710454.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_63,NA,412786031.3,41836496.18,54577763.24,180255379.4,360078271.6,64287387.9,NA,141488418,NA,570047090.4,319047579.7,231442327.8,260419079,NA,302841203.9,1338056.48,218151406.3,139397722.4,500820727.3,455900879.5,501955564.6,138721215,NA,395462521.7,301591019.8,470416978.3,256462025.9,89604134.69,71053014.31,11998304.83,NA,411578952.5,77686555.55,NA,93652122.83,341123525.1,15522167.7,279139927,297996703,280079885.5,141208070,NA,204761221.6,NA,218157434.7,132565923.1,246566567.8,389137234.3,552616166.9,475908030.8,222622721.8,331315531.5,319522746.2,387339813.9,413951339,892998669.7,403191385.9,320031636.5,18351789.74,NA,NA,NA,NA,NA,280164452.6,324099893.2,NA,323622080.1,194370431.8,202654562.7,292016591.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_56,2817717.021,41157287.96,NA,59669719.22,NA,425250799.3,1996976.428,33619257.5,367985668.4,7247345.77,45399720.15,850166843.6,5068039.253,34779411.77,122055491.1,340989431.4,7454441.254,98846615.63,55648732.02,171985339.1,75879364.14,67066967.07,63991534.74,198939892.6,22595985.5,25172317.79,12643782.5,13504448.22,6824160.377,3523696.491,581600580.3,62260911.68,85238032.18,7480987.742,5386938.531,4253356.454,155714398,554827503.7,6619316.394,100438332.7,26194898.46,103212603.5,17848217.5,26237779.33,86453293.73,9282427.825,18457307.87,39869400.58,61123556.78,167958768.8,5602582.907,115197313.8,61362006.73,96938321.56,92734785.06,11915453.6,52092569.25,45967271.56,22807464.88,NA,NA,NA,NA,NA,NA,83333262.19,90618058.91,92506135.48,89519359.28,91815554.62,96891701.7,94660697.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_59,38761340.7,775540993.2,7667405.662,31957638.67,8522261.532,142545125.4,NA,NA,77407948.13,14581968.15,NA,98812404.09,37038937.04,12766396.23,NA,NA,33965054.07,NA,NA,416564951.5,37914509.33,23144197.47,25198656.95,161003465.9,NA,286758914.6,8458622.072,39289392.87,15567406.96,18683577.95,75491044.13,38851983.11,12934887.48,17431918.67,12106742.83,17505477.88,84917325.03,NA,10160890.5,13867168.78,NA,NA,11060098.58,30150900.05,NA,23961736.68,NA,NA,163676451.5,NA,75292184.02,633694199.2,NA,NA,NA,15770617.71,61267455.61,NA,NA,4588404.845,5721888.467,6128007.838,4057456.008,4257994.104,4532541.511,NA,NA,90133483.66,93151389.62,NA,NA,NA,2084994.1,3041016.149,2728218.573,2493032.935,2533647.193,2457737.73,2780458.3,2099257.939,3826866.955,2853807.698,2685539.545,2272236.639,2626226.073,3024397.058
MF_61,33087070.98,69880794.76,3526429.479,2550675.226,1976454.221,12406651.53,20736346.75,26693386.22,1992224.69,22309490.06,49401887.78,17639145.88,1567505.892,4898017.483,85295668.06,41855055.95,2631258.733,4721900.18,4033572.199,4115693.317,2027348.262,3022608.95,4864566.47,5800812.75,22305426.9,28218554.25,3000681.114,4947522.546,2696484.832,2917298.181,19703769.09,21577092.82,36255601.36,23277443.9,8576987.512,1362917.116,1816220.583,37733074.89,68536697.4,16671866.78,48276184.35,24012416.85,2874940.691,4792296.636,768368462.3,1672149.838,49496532.52,70404805.16,4946103.77,47868608.45,5590856.664,3218568.73,5809587.125,7580080.929,65245382.93,2022552.021,12233300.69,47417841.83,38505615.68,3409053.98,2684865.883,3548144.952,2458669.795,2372504.978,2706508.311,83678917.42,92648404.48,91472663.76,87034295.81,83651836.69,86131040.87,73789211.75,501520.7278,447073.0763,508782.0049,380047.4444,461690.9507,485742.2282,NA,410600.1406,444311.4518,369074.8974,NA,NA,417549.9552,472402.0802
MF_60,3562982.72,10924230.48,1541185.677,11322178.2,1419750.36,NA,3231443.081,1921310.299,2167762.302,2872840.212,5414758.04,372870351.2,4262990.69,2925956.813,3466147.132,3031674.429,1637514.849,18103076.98,4454185.723,258175259.5,23694508.45,511660435.8,5773946.414,6057797.606,6217991.616,6094795.568,3960222.16,4065537.667,2263410.526,1537268.2,1375610.66,4743173.386,3427312.245,2541618.824,3005427.455,5331693.7,2898993.04,3349343.331,4008803.828,3832336.808,3337074.61,3171192.7,2712713.403,4713680.895,3768514.96,3479063.323,6756468.639,5699334.678,16604956.04,20775968.17,10572893.38,4375441.467,767562889,5722290.563,5838521.419,9428007.512,4380607.003,71121117.14,3390593.871,2313290.866,2150172.096,2758683.462,2102725.812,2211346.102,2617167.814,33744586.96,34162206.03,34746643.89,34612064.41,36372056.58,35652854.2,37645545.85,63247.75049,72249.3503,78909.72624,NA,62062.2472,61850.80131,62254.17983,139358.7356,175419.177,202903.8522,172187.6882,193217.7869,210336.2982,237347.688
MF_74,735720.4037,1138196.572,1794813.006,565966.7416,38817239.74,3760459.929,3259519.993,1081849.653,2196543.939,491730.6453,726038.9469,5231911.375,1765431.087,2301417.077,1709070.798,1429771.524,1398772.901,2188342.26,1837717.684,1518110.597,1887931.811,2556795.089,918024.8006,2417877.29,1252817.669,646906.184,984569.813,8456713.819,50713302.27,696483965.8,3233254.817,2937795.875,1350106.218,1717831.896,1460553.776,3403562.74,2164358.799,1325325.073,2107316.416,1572127.077,1525807.798,4122571.156,1565713.808,2696246.432,1371368.548,1511822.165,2598499.249,506230.5794,2307779.54,2087289.177,1113844.137,2176475.837,2157853.83,1831270.532,1208943.071,1864802.289,1245175.123,2503053.009,1985569.204,837985.3995,624863.6259,773547.0815,804671.1747,596935.7394,744698.283,1163266.581,1086802.577,1000627.033,1077856.588,974031.7969,1013519.608,890594.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70189.69137,NA,NA
MF_69,387534108.5,458256778.8,333012402.3,665898196.9,541806425.2,439818908.1,65804920.62,321231549.4,301287964,323130529.8,531559872.8,405169362.2,536454316.3,326294576.6,244589132.2,279303775.3,355831221.6,507600915.9,363099584.6,249013607.7,258580002.7,423346990.8,332478743.9,433425195.9,419148535.9,486271409.8,396851111.1,511902989.1,239757224.7,454679390,622159146.9,616706082,517146405.4,522092329.9,403810656.4,276212238.1,290571106.1,460939027.6,265678355.1,553338210.9,298899731.5,223669113.7,534710229.8,507097679.9,413574297.2,422888370.6,386241781.7,405584193.2,341164515.9,443337300.8,478809130.7,516000064.5,511560619.6,272654214.1,291770818.5,50419201.42,609995269.6,NA,351786403.1,351509895.8,446892696.5,440703934.6,313578406.6,296484023.5,287718213.2,168699997.7,377920811.9,469031575.8,388604393.7,337873088.3,292830204.2,272378996.1,530338227.8,501247951.3,488669832.7,497603549.2,339288099.5,300251399.3,257365090.1,623677273.5,685101288.2,603018230.5,415353952.1,281928990.4,324927909.6,203544785.6
MF_83,1302352.885,2541471.619,672933.1793,204565225.4,NA,486526797.7,88104957.01,1953168.919,191137061,3058131.979,22082051.48,4707007.322,NA,NA,2504649.889,7378049.455,274471101.7,12373792.3,4875190.778,5051619.334,71741062.73,244788179.3,8108754.372,127331345.7,NA,6215993.57,1459386.408,61039996.15,4460114.797,18700983.94,674221515.4,15201364.84,5923493.546,199879297.6,21151940.98,3547279.296,2986833.651,25022517.08,440515.7934,12405304.23,1782864.612,43700953.62,NA,1351217.204,2729129.14,19318709.35,330120536.5,NA,61998361.27,497908658.6,15936542.1,5855356.187,23702176.31,65654103.35,19721506.39,NA,8114570.626,77950319.71,2630776.814,452973.0343,989868.1472,377354.4244,336300.0136,1074024.596,291152.0269,61126158.34,66540639.58,60905458.34,61090745.09,67616957.96,71599722.15,72697491.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124067.1334,120969.2542
MF_70,30219881.46,124409450.9,NA,205599227.3,44530775.06,NA,234876508.3,30615055.11,371952364.5,48539657.57,496903668,NA,59119890.43,52815305.8,222565980.8,324590531.6,247197712.7,298585964.8,333761658.5,408462976.5,331381448.9,354299780.3,84335382.31,413336537.7,NA,NA,57525311.75,158006653,223770537,NA,293531959.8,109184328.7,NA,51247823.06,83157096.35,398498743.5,81971403.63,581574480.6,193835717.5,425465153.5,212622862.8,398660541.3,4066391.972,590050990,182896549.5,103377756.5,239201163.9,191589069.9,247346325.1,412186499.9,NA,263777349.4,424962426.5,411300473.1,248166041.5,490578728.3,622418785.8,671652959.1,192840447.2,NA,NA,NA,NA,NA,NA,268219335.1,258671146.7,272688266.8,259179877.5,252717759.9,250639277.4,260840090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_73,313134023.2,441775254.1,335677652.2,537972759,547926062,426698947.8,287316105.5,353838029.7,315981542,318774221.2,464808916.5,586327778.9,564343859.3,501416934.9,284254879.1,304823771.8,419352646.6,515982295.1,374362110.2,276535569.3,327827310.4,470029665.1,344215720.1,403232886.9,414034237.3,434385322.9,390594542.9,540689577.4,270856530.2,433648866.3,448446650.7,531183952.6,448411648.2,522744574.4,418919781.4,307964867.2,317606575.9,426500667.2,300992708,446952121,374732802.4,311642965.1,424419930.4,658195024.1,431020141.9,388020647.7,377048082.5,424689363.8,379812062.4,420578465.2,478459289.2,484916496.4,482646515.3,298650298,304314853.9,291174039,642578653.7,498209529.4,312115999.9,438970399,525962556.4,448312346.2,400145960.3,371864439.8,311645330.9,485149032.2,522232051.7,453519549,434256329.3,339813226,317944025,301956305,569962970.5,565848040,495325140.8,391200578.8,368134231.4,338366530.9,314486717,550304840.3,585468985.8,571561986.4,404374988.1,374803111.6,360369736.1,304196768.6
MF_112,103726789.3,383172270.8,38010650.33,NA,161586409.7,71235591.33,81179517.96,119309949.1,179331836.5,20702339.4,354410581.8,182235570.8,208779182.9,NA,116289371.8,193398389.5,38231230.48,205799688.3,NA,386462663.1,361446678.3,378924565.8,NA,68428248.25,385095252.7,403105012.2,NA,195896596.4,77884659.44,NA,15081771.51,99577829.28,NA,65362463.23,141093237.7,81791097.59,263503437.3,15570720.59,323455927.8,230454383.1,226274232.2,125672598.8,NA,262362024.5,257795055.7,153103133.5,59392900.58,214152592.9,267717141.5,283861056.4,262745637.2,60769742.44,233756854.4,47550007.81,299717035.5,NA,651282299.7,134435190.9,214166130,NA,NA,47993531.26,NA,34770116.47,NA,177130818.1,190197522.6,319404525.6,309805758.4,284099184.4,280873159.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_75,17424804.05,40987909.85,3566298.258,69432697.18,52544731.33,239322836.7,69513229.99,18832703.9,61167080.16,15579949.3,158151472.5,541576366.9,110479752.8,91339040.18,87616475.97,269307079,125483278.7,515947923.9,252584385.3,339139313.6,83656982.16,144801383.4,52720222.12,339152124.4,140210730.7,173579639.1,17944245.4,172001548,210358766.1,29234636.26,234960650.4,85887504.04,54257115.41,28340894.48,90210496.14,101169757.2,244339720.6,394670082.9,66804633.21,384715500.8,209332656.7,294593165.8,37877435.59,507825233.1,160781222,149381466.8,190920804.9,92243500.26,51230706.83,243730441.4,NA,208470992.5,208387317.6,292427016,103934439.7,353263554.1,378617521.3,639685254.3,311494323.6,633065.1669,4900676.985,6008926.406,516592.4622,4272516.684,6241186.559,162601934.4,162021522.8,232063234.7,163164551.6,258473361.2,155645429.3,7147565.879,NA,509599.5547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MF_79,319750849.5,202243147,183380914.9,117271044.8,161279956.3,152069253.6,433811662.8,119514679.7,274510509.3,135286969.7,268723351,385542553.8,190868289.7,191648725.3,438112410,181979427.3,205166507.3,249675791.3,261331580.8,241907825.4,620909553.7,240456396.3,318279245.9,186017977.1,148315150.2,294134442.1,194156468.2,333225264.7,212348082.5,169729613.6,296828528.5,159404808.2,140084148.1,166713610.1,156060950.3,296857182.6,246385409.5,301401999.6,174397465.6,384828302.7,330645297.4,393696157.2,212065745.9,263487720.4,169255431.6,228275007.7,233319815.2,341061542.3,440752128.9,NA,249681339.4,163235034.5,197824777.6,161316800.8,215961017.5,170516252.8,107748148.9,415202897,134791877,121350358.7,93159698.05,141987283.2,119141489.6,87144002.41,137291960.2,190602746.3,198553215.7,212027703.2,204854311,212112396.3,216853275.8,226843510,32669310.11,34018881.82,35776504.4,36527202.01,37820904.5,40566719.28,41358035.52,31160734.86,33813085.95,36098649.74,37660560.48,37187242.34,41652300.87,48469960.96
